0 47256 47256
         28681721 function calls (28666075 primitive calls) in 20.833 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      252    0.000    0.000    0.001    0.000 typing.py:1238(__init__)
      689    0.001    0.000    0.001    0.000 inspect.py:167(get_annotations)
  269/169    0.000    0.000    0.001    0.000 core.py:1899(name)
      218    0.000    0.000    0.001    0.000 _parser.py:94(closegroup)
      352    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
     2280    0.001    0.000    0.001    0.000 typing.py:1226(_is_dunder)
       39    0.000    0.000    0.001    0.000 typing.py:687(Literal)
      521    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.001    0.001 dates.py:1(<module>)
      136    0.000    0.000    0.001    0.000 inspect.py:3039(replace)
     1369    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1032(__exit__)
      404    0.000    0.000    0.001    0.000 typing.py:670(<genexpr>)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
  214/116    0.000    0.000    0.001    0.000 core.py:1872(default_name)
        1    0.000    0.000    0.001    0.001 core.py:6133(<listcomp>)
      751    0.000    0.000    0.001    0.000 <frozen codecs>:319(decode)
     1369    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1028(__enter__)
       34    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      461    0.000    0.000    0.001    0.000 copy.py:259(_reconstruct)
     2982    0.001    0.000    0.001    0.000 inspect.py:3018(<genexpr>)
      195    0.001    0.000    0.001    0.000 colors.py:1110(<listcomp>)
   256/18    0.000    0.000    0.001    0.000 ast.py:414(visit)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
       32    0.000    0.000    0.001    0.000 colors.py:409(to_rgba_array)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:599(make_html_tags)
       44    0.000    0.000    0.001    0.000 _base.py:66(__set_name__)
        1    0.000    0.000    0.001    0.001 helpers.py:541(_makeTags)
      448    0.000    0.000    0.001    0.000 __init__.py:178(sub)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1369(make_dataclass)
        2    0.000    0.000    0.001    0.000 polynomial.py:1(<module>)
       12    0.000    0.000    0.001    0.000 _docstring.py:57(<listcomp>)
       16    0.000    0.000    0.001    0.000 _type_aliases.py:58(bitname)
   256/18    0.000    0.000    0.001    0.000 ast.py:420(generic_visit)
       14    0.000    0.000    0.001    0.000 core.py:115(doc_note)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:57(_make_fontconfig_parser)
     22/3    0.000    0.000    0.001    0.000 core.py:3983(streamline)
       18    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:772(create_module)
      356    0.000    0.000    0.001    0.000 inspect.py:776(_findclass)
     2854    0.001    0.000    0.001    0.000 _parser.py:247(match)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:5100(parseImpl)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1192(dataclass)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1209(wrap)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
        1    0.000    0.000    0.001    0.001 records.py:1(<module>)
       22    0.000    0.000    0.001    0.000 core.py:5233(parseImpl)
      599    0.000    0.000    0.001    0.000 _compiler.py:396(_simple)
        2    0.000    0.000    0.001    0.000 dataclasses.py:884(_process_class)
     30/4    0.000    0.000    0.001    0.000 core.py:3828(streamline)
     1156    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        6    0.001    0.000    0.001    0.000 numeric.py:2507(extend_all)
       18    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
     9511    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 cbook.py:1(<module>)
     2563    0.001    0.000    0.001    0.000 _parser.py:170(append)
      798    0.000    0.000    0.001    0.000 gzip.py:402(_read_exact)
 3538/834    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
       58    0.000    0.000    0.001    0.000 core.py:3110(parseImpl)
        1    0.000    0.000    0.001    0.001 getlimits.py:162(_register_known_types)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _common.py:1(<module>)
     2200    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      317    0.001    0.000    0.001    0.000 function_base.py:465(_needs_add_docstring)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
     2686    0.001    0.000    0.001    0.000 util.py:189(is_consecutive)
        1    0.000    0.000    0.001    0.001 getlimits.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:618(set_parse_action)
      556    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 units.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImagePalette.py:1(<module>)
     2499    0.000    0.000    0.001    0.000 _parser.py:158(__len__)
     6078    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
       14    0.000    0.000    0.001    0.000 core.py:698(<listcomp>)
       34    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
     1402    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     23/6    0.000    0.000    0.001    0.000 core.py:4607(streamline)
       44    0.000    0.000    0.001    0.000 _base.py:51(__init__)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
        1    0.000    0.000    0.001    0.001 _base.py:542(_AxesBase)
       63    0.000    0.000    0.001    0.000 inspect.py:3231(__str__)
      139    0.000    0.000    0.001    0.000 core.py:1964(__eq__)
      605    0.000    0.000    0.001    0.000 _inspect.py:13(ismethod)
        1    0.001    0.001    0.001    0.001 numbers.py:32(Complex)
       67    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       60    0.000    0.000    0.001    0.000 __init__.py:829(_open_file_or_url)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
       18    0.000    0.000    0.001    0.000 core.py:269(_trim_arity)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
       33    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:59(comma_separated)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
     7667    0.001    0.000    0.001    0.000 inspect.py:2736(name)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
     2503    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       24    0.000    0.000    0.001    0.000 typing.py:1615(__getitem__)
      289    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
      751    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 {method 'read' of '_io.TextIOWrapper' objects}
     2740    0.000    0.000    0.001    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.001    0.001 vcf_util.py:1(<module>)
      798    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
       12    0.000    0.000    0.001    0.000 typing.py:1629(copy_with)
     10/5    0.000    0.000    0.001    0.000 functools.py:981(__get__)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
       45    0.000    0.000    0.001    0.000 typing.py:1540(copy_with)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        8    0.000    0.000    0.001    0.000 core.py:2928(_generateDefaultName)
     1559    0.000    0.000    0.001    0.000 _parser.py:284(tell)
       16    0.000    0.000    0.001    0.000 _type_aliases.py:44(_bits_of)
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        3    0.000    0.000    0.001    0.000 enum.py:896(_convert_)
        5    0.000    0.000    0.001    0.000 core.py:3099(re_match)
       92    0.000    0.000    0.001    0.000 typing.py:301(_remove_dups_flatten)
       11    0.000    0.000    0.001    0.000 core.py:2929(charsAsStr)
      110    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
      660    0.000    0.000    0.001    0.000 typing.py:159(_type_convert)
       86    0.000    0.000    0.001    0.000 core.py:3754(__init__)
        5    0.000    0.000    0.001    0.000 core.py:3089(re)
        1    0.000    0.000    0.001    0.001 traceback.py:220(extract_stack)
        2    0.000    0.000    0.001    0.000 vcf_util.py:66(read)
        1    0.000    0.000    0.001    0.001 einsumfunc.py:1(<module>)
       14    0.000    0.000    0.001    0.000 typing.py:2797(<dictcomp>)
        1    0.000    0.000    0.001    0.001 traceback.py:375(extract)
        1    0.000    0.000    0.001    0.001 traceback.py:397(_extract_from_extended_frame_gen)
      243    0.000    0.000    0.001    0.000 core.py:461(__init__)
       17    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.001    0.001 helpers.py:643(<dictcomp>)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
       36    0.000    0.000    0.001    0.000 traceback.py:316(line)
      710    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     10/3    0.000    0.000    0.000    0.000 unicode.py:14(__get__)
     6384    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
     5355    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen runpy>:105(_get_module_details)
       26    0.000    0.000    0.000    0.000 enum.py:473(__prepare__)
        2    0.000    0.000    0.000    0.000 linecache.py:26(getline)
     2503    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       28    0.000    0.000    0.000    0.000 typing.py:1773(__class_getitem__)
     1799    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
     6482    0.000    0.000    0.000    0.000 inspect.py:2748(kind)
        2    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
       30    0.000    0.000    0.000    0.000 function_base.py:24(linspace)
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     1566    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
     6600    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
       66    0.000    0.000    0.000    0.000 inspect.py:2037(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:1531(__getitem__)
      351    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
        4    0.000    0.000    0.000    0.000 enum.py:1646(convert_class)
       10    0.000    0.000    0.000    0.000 extras.py:233(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:237(getdoc)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
      269    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      712    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      132    0.000    0.000    0.000    0.000 ast.py:430(visit_Constant)
        2    0.000    0.000    0.000    0.000 enum.py:844(_create_)
      850    0.000    0.000    0.000    0.000 colors.py:216(_is_nth_color)
       12    0.000    0.000    0.000    0.000 typing.py:678(Optional)
       36    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
      334    0.000    0.000    0.000    0.000 typing.py:1267(__getattr__)
       30    0.000    0.000    0.000    0.000 pathlib.py:941(glob)
       66    0.000    0.000    0.000    0.000 core.py:4540(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(exec_module)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
     1583    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
     3700    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
      202    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        6    0.000    0.000    0.000    0.000 dataclasses.py:413(_create_fn)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      474    0.000    0.000    0.000    0.000 __init__.py:741(__getitem__)
       22    0.000    0.000    0.000    0.000 ast.py:33(parse)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:1471(copy_with)
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      251    0.000    0.000    0.000    0.000 _parser.py:367(_escape)
      350    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       10    0.000    0.000    0.000    0.000 deprecation.py:316(delete_parameter)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
      131    0.000    0.000    0.000    0.000 typing.py:287(_deduplicate)
      353    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
      419    0.000    0.000    0.000    0.000 function_base.py:348(iterable)
      209    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
     2785    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
